stableKey,id,name,variant,type,group,realm,realmName,family,form,discipline,detailTier,relicforgeWeight,arcaneAlloyWeight,materialZoneTarget,masterSize,gameplaySize,sourceFile,finalFile,previewFile,promptRecipe,status
aetherfall:20,20,Tempestbinder,,electric,pilot,,,,2,magitech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-020-tempestbinder-source.png,sprites/final/af-020-tempestbinder.png,sprites/previews/af-020-tempestbinder-preview.png,pilot:pilotII,planned
aetherfall:21,21,Thundersovereign,,electric,pilot,,,,3,magitech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-021-thundersovereign-source.png,sprites/final/af-021-thundersovereign.png,sprites/previews/af-021-thundersovereign-preview.png,pilot:pilotIII,planned
aetherfall:22,22,Drifter,,normal,pilot,,,,1,magitech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-022-drifter-source.png,sprites/final/af-022-drifter.png,sprites/previews/af-022-drifter-preview.png,pilot:pilotI,planned
aetherfall:23,23,Wayfinder,,normal,pilot,,,,2,magitech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-023-wayfinder-source.png,sprites/final/af-023-wayfinder.png,sprites/previews/af-023-wayfinder-preview.png,pilot:pilotII,planned
aetherfall:24,24,Paragon,,normal,pilot,,,,3,magitech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-024-paragon-source.png,sprites/final/af-024-paragon.png,sprites/previews/af-024-paragon-preview.png,pilot:pilotIII,planned
aetherfall:25,25,Aeronaut,,flying,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-025-aeronaut-source.png,sprites/final/af-025-aeronaut.png,sprites/previews/af-025-aeronaut-preview.png,pilot:pilotI,planned
aetherfall:26,26,Jetcorsair,,flying,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-026-jetcorsair-source.png,sprites/final/af-026-jetcorsair.png,sprites/previews/af-026-jetcorsair-preview.png,pilot:pilotII,planned
aetherfall:27,27,Skymarshal,,flying,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-027-skymarshal-source.png,sprites/final/af-027-skymarshal.png,sprites/previews/af-027-skymarshal-preview.png,pilot:pilotIII,planned
aetherfall:28,28,Frostweaver,,ice,pilot,,,,1,magic,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-028-frostweaver-source.png,sprites/final/af-028-frostweaver.png,sprites/previews/af-028-frostweaver-preview.png,pilot:pilotI,planned
aetherfall:29,29,Glacimancer,,ice,pilot,,,,2,magic,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-029-glacimancer-source.png,sprites/final/af-029-glacimancer.png,sprites/previews/af-029-glacimancer-preview.png,pilot:pilotII,planned
aetherfall:30,30,Wintersage,,ice,pilot,,,,3,magic,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-030-wintersage-source.png,sprites/final/af-030-wintersage.png,sprites/previews/af-030-wintersage-preview.png,pilot:pilotIII,planned
aetherfall:31,31,Vanguard,,fighting,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-031-vanguard-source.png,sprites/final/af-031-vanguard.png,sprites/previews/af-031-vanguard-preview.png,pilot:pilotI,planned
aetherfall:32,32,Shocktrooper,,fighting,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-032-shocktrooper-source.png,sprites/final/af-032-shocktrooper.png,sprites/previews/af-032-shocktrooper-preview.png,pilot:pilotII,planned
aetherfall:33,33,Warmaster,,fighting,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-033-warmaster-source.png,sprites/final/af-033-warmaster.png,sprites/previews/af-033-warmaster-preview.png,pilot:pilotIII,planned
aetherfall:34,34,Chemist,,poison,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-034-chemist-source.png,sprites/final/af-034-chemist.png,sprites/previews/af-034-chemist-preview.png,pilot:pilotI,planned
aetherfall:35,35,Venomsmith,,poison,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-035-venomsmith-source.png,sprites/final/af-035-venomsmith.png,sprites/previews/af-035-venomsmith-preview.png,pilot:pilotII,planned
aetherfall:36,36,Toxin Baron,,poison,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-036-toxin-baron-source.png,sprites/final/af-036-toxin-baron.png,sprites/previews/af-036-toxin-baron-preview.png,pilot:pilotIII,planned
aetherfall:37,37,Terrashaper,,ground,pilot,,,,1,magitech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-037-terrashaper-source.png,sprites/final/af-037-terrashaper.png,sprites/previews/af-037-terrashaper-preview.png,pilot:pilotI,planned
aetherfall:38,38,Quakebinder,,ground,pilot,,,,2,magitech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-038-quakebinder-source.png,sprites/final/af-038-quakebinder.png,sprites/previews/af-038-quakebinder-preview.png,pilot:pilotII,planned
aetherfall:39,39,Worldcarver,,ground,pilot,,,,3,magitech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-039-worldcarver-source.png,sprites/final/af-039-worldcarver.png,sprites/previews/af-039-worldcarver-preview.png,pilot:pilotIII,planned
aetherfall:40,40,Psion,,psychic,pilot,,,,1,magitech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-040-psion-source.png,sprites/final/af-040-psion.png,sprites/previews/af-040-psion-preview.png,pilot:pilotI,planned
aetherfall:41,41,Farseer,,psychic,pilot,,,,2,magitech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-041-farseer-source.png,sprites/final/af-041-farseer.png,sprites/previews/af-041-farseer-preview.png,pilot:pilotII,planned
aetherfall:42,42,Omnimind,,psychic,pilot,,,,3,magitech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-042-omnimind-source.png,sprites/final/af-042-omnimind.png,sprites/previews/af-042-omnimind-preview.png,pilot:pilotIII,planned
aetherfall:43,43,Swarm Operator,,bug,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-043-swarm-operator-source.png,sprites/final/af-043-swarm-operator.png,sprites/previews/af-043-swarm-operator-preview.png,pilot:pilotI,planned
aetherfall:44,44,Dronemaster,,bug,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-044-dronemaster-source.png,sprites/final/af-044-dronemaster.png,sprites/previews/af-044-dronemaster-preview.png,pilot:pilotII,planned
aetherfall:45,45,Hivemarshal,,bug,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-045-hivemarshal-source.png,sprites/final/af-045-hivemarshal.png,sprites/previews/af-045-hivemarshal-preview.png,pilot:pilotIII,planned
aetherfall:46,46,Siegewright,,rock,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-046-siegewright-source.png,sprites/final/af-046-siegewright.png,sprites/previews/af-046-siegewright-preview.png,pilot:pilotI,planned
aetherfall:47,47,Bulwarkwright,,rock,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-047-bulwarkwright-source.png,sprites/final/af-047-bulwarkwright.png,sprites/previews/af-047-bulwarkwright-preview.png,pilot:pilotII,planned
aetherfall:48,48,Citadel Prime,,rock,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-048-citadel-prime-source.png,sprites/final/af-048-citadel-prime.png,sprites/previews/af-048-citadel-prime-preview.png,pilot:pilotIII,planned
aetherfall:49,49,Necromancer,,ghost,pilot,,,,1,magic,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-049-necromancer-source.png,sprites/final/af-049-necromancer.png,sprites/previews/af-049-necromancer-preview.png,pilot:pilotI,planned
aetherfall:50,50,Gravecaller,,ghost,pilot,,,,2,magic,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-050-gravecaller-source.png,sprites/final/af-050-gravecaller.png,sprites/previews/af-050-gravecaller-preview.png,pilot:pilotII,planned
aetherfall:51,51,Deathsinger,,ghost,pilot,,,,3,magic,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-051-deathsinger-source.png,sprites/final/af-051-deathsinger.png,sprites/previews/af-051-deathsinger-preview.png,pilot:pilotIII,planned
aetherfall:52,52,Wyrmrider,,dragon,pilot,,,,1,magitech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-052-wyrmrider-source.png,sprites/final/af-052-wyrmrider.png,sprites/previews/af-052-wyrmrider-preview.png,pilot:pilotI,planned
aetherfall:53,53,Drakeknight,,dragon,pilot,,,,2,magitech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-053-drakeknight-source.png,sprites/final/af-053-drakeknight.png,sprites/previews/af-053-drakeknight-preview.png,pilot:pilotII,planned
aetherfall:54,54,Wyrmmarshal,,dragon,pilot,,,,3,magitech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-054-wyrmmarshal-source.png,sprites/final/af-054-wyrmmarshal.png,sprites/previews/af-054-wyrmmarshal-preview.png,pilot:pilotIII,planned
aetherfall:55,55,Shadowmancer,,dark,pilot,,,,1,magic,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-055-shadowmancer-source.png,sprites/final/af-055-shadowmancer.png,sprites/previews/af-055-shadowmancer-preview.png,pilot:pilotI,planned
aetherfall:56,56,Nightblade,,dark,pilot,,,,2,magic,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-056-nightblade-source.png,sprites/final/af-056-nightblade.png,sprites/previews/af-056-nightblade-preview.png,pilot:pilotII,planned
aetherfall:57,57,Voiddancer,,dark,pilot,,,,3,magic,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-057-voiddancer-source.png,sprites/final/af-057-voiddancer.png,sprites/previews/af-057-voiddancer-preview.png,pilot:pilotIII,planned
aetherfall:58,58,Engineer,,steel,pilot,,,,1,tech,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-058-engineer-source.png,sprites/final/af-058-engineer.png,sprites/previews/af-058-engineer-preview.png,pilot:pilotI,planned
aetherfall:59,59,Armorwright,,steel,pilot,,,,2,tech,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-059-armorwright-source.png,sprites/final/af-059-armorwright.png,sprites/previews/af-059-armorwright-preview.png,pilot:pilotII,planned
aetherfall:60,60,Bastionsmith,,steel,pilot,,,,3,tech,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-060-bastionsmith-source.png,sprites/final/af-060-bastionsmith.png,sprites/previews/af-060-bastionsmith-preview.png,pilot:pilotIII,planned
aetherfall:61,61,Feywarden,,fairy,pilot,,,,1,magic,pilotI,0.88,0.12,4-5,1024,128,sprites/source/af-061-feywarden-source.png,sprites/final/af-061-feywarden.png,sprites/previews/af-061-feywarden-preview.png,pilot:pilotI,planned
aetherfall:62,62,Feyknight,,fairy,pilot,,,,2,magic,pilotII,0.76,0.24,5-6,1024,128,sprites/source/af-062-feyknight-source.png,sprites/final/af-062-feyknight.png,sprites/previews/af-062-feyknight-preview.png,pilot:pilotII,planned
aetherfall:63,63,Courtsovereign,,fairy,pilot,,,,3,magic,pilotIII,0.6,0.4,6-8,1536,128,sprites/source/af-063-courtsovereign-source.png,sprites/final/af-063-courtsovereign.png,sprites/previews/af-063-courtsovereign-preview.png,pilot:pilotIII,planned
aetherfall:101,101,Thistling,,grass,creature,1,GREENSPELL MARCHES,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-101-thistling-source.png,sprites/final/af-101-thistling.png,sprites/previews/af-101-thistling-preview.png,creature:common,generated-validated
aetherfall:102,102,Briarkin,,grass,creature,1,GREENSPELL MARCHES,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-102-briarkin-source.png,sprites/final/af-102-briarkin.png,sprites/previews/af-102-briarkin-preview.png,creature:evolved,generated-validated
aetherfall:103,103,Thornwarden,,grass,creature,1,GREENSPELL MARCHES,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-103-thornwarden-source.png,sprites/final/af-103-thornwarden.png,sprites/previews/af-103-thornwarden-preview.png,creature:elite,generated-validated
aetherfall:104,104,Pipkin,,fairy,creature,1,GREENSPELL MARCHES,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-104-pipkin-source.png,sprites/final/af-104-pipkin.png,sprites/previews/af-104-pipkin-preview.png,creature:common,planned
aetherfall:105,105,Glimmerkin,,fairy,creature,1,GREENSPELL MARCHES,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-105-glimmerkin-source.png,sprites/final/af-105-glimmerkin.png,sprites/previews/af-105-glimmerkin-preview.png,creature:evolved,planned
aetherfall:106,106,Courtglimmer,,fairy,creature,1,GREENSPELL MARCHES,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-106-courtglimmer-source.png,sprites/final/af-106-courtglimmer.png,sprites/previews/af-106-courtglimmer-preview.png,creature:elite,planned
aetherfall:107,107,Flittern,,flying,creature,1,GREENSPELL MARCHES,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-107-flittern-source.png,sprites/final/af-107-flittern.png,sprites/previews/af-107-flittern-preview.png,creature:common,planned
aetherfall:108,108,Galefinch,,flying,creature,1,GREENSPELL MARCHES,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-108-galefinch-source.png,sprites/final/af-108-galefinch.png,sprites/previews/af-108-galefinch-preview.png,creature:evolved,planned
aetherfall:109,109,Stormplume,,flying,creature,1,GREENSPELL MARCHES,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-109-stormplume-source.png,sprites/final/af-109-stormplume.png,sprites/previews/af-109-stormplume-preview.png,creature:elite,planned
aetherfall:110,110,Meadowkit,,normal,creature,1,GREENSPELL MARCHES,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-110-meadowkit-source.png,sprites/final/af-110-meadowkit.png,sprites/previews/af-110-meadowkit-preview.png,creature:common,planned
aetherfall:111,111,Prancelet,,normal,creature,1,GREENSPELL MARCHES,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-111-prancelet-source.png,sprites/final/af-111-prancelet.png,sprites/previews/af-111-prancelet-preview.png,creature:evolved,planned
aetherfall:112,112,Soverelk,,normal,creature,1,GREENSPELL MARCHES,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-112-soverelk-source.png,sprites/final/af-112-soverelk.png,sprites/previews/af-112-soverelk-preview.png,creature:elite,planned
aetherfall:113,113,Mothling,,bug,creature,1,GREENSPELL MARCHES,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-113-mothling-source.png,sprites/final/af-113-mothling.png,sprites/previews/af-113-mothling-preview.png,creature:common,planned
aetherfall:114,114,Duskwing,,bug,creature,1,GREENSPELL MARCHES,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-114-duskwing-source.png,sprites/final/af-114-duskwing.png,sprites/previews/af-114-duskwing-preview.png,creature:evolved,planned
aetherfall:115,115,Spellmoth,,bug,creature,1,GREENSPELL MARCHES,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-115-spellmoth-source.png,sprites/final/af-115-spellmoth.png,sprites/previews/af-115-spellmoth-preview.png,creature:elite,planned
aetherfall:116,116,Rillet,,water,creature,1,GREENSPELL MARCHES,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-116-rillet-source.png,sprites/final/af-116-rillet.png,sprites/previews/af-116-rillet-preview.png,creature:common,planned
aetherfall:117,117,Brooksprite,,water,creature,1,GREENSPELL MARCHES,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-117-brooksprite-source.png,sprites/final/af-117-brooksprite.png,sprites/previews/af-117-brooksprite-preview.png,creature:evolved,planned
aetherfall:118,118,Riverlord,,water,creature,1,GREENSPELL MARCHES,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-118-riverlord-source.png,sprites/final/af-118-riverlord.png,sprites/previews/af-118-riverlord-preview.png,creature:elite,planned
aetherfall:190,190,The Frost Herald,,ice,sentinel,1,GREENSPELL MARCHES,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-190-the-frost-herald-source.png,sprites/final/af-190-the-frost-herald.png,sprites/previews/af-190-the-frost-herald-preview.png,sentinel:sentinel,planned
aetherfall:191,191,The Storm Herald,,electric,sentinel,1,GREENSPELL MARCHES,,2,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-191-the-storm-herald-source.png,sprites/final/af-191-the-storm-herald.png,sprites/previews/af-191-the-storm-herald-preview.png,sentinel:sentinel,planned
aetherfall:192,192,The Ember Herald,,fire,sentinel,1,GREENSPELL MARCHES,,3,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-192-the-ember-herald-source.png,sprites/final/af-192-the-ember-herald.png,sprites/previews/af-192-the-ember-herald-preview.png,sentinel:sentinel,planned
aetherfall:180,180,"Velmora, the First Oracle",,psychic,legendary,1,GREENSPELL MARCHES,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-180-velmora-the-first-oracle-source.png,sprites/final/af-180-velmora-the-first-oracle.png,sprites/previews/af-180-velmora-the-first-oracle-preview.png,legendary:legendary,generated-validated
aetherfall:181,181,"Lumine, the First Dream",,psychic,mythic,1,GREENSPELL MARCHES,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-181-lumine-the-first-dream-source.png,sprites/final/af-181-lumine-the-first-dream.png,sprites/previews/af-181-lumine-the-first-dream-preview.png,mythic:mythic,planned
aetherfall:201,201,Zephyrkin,,flying,creature,2,BELLTOWER REACHES,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-201-zephyrkin-source.png,sprites/final/af-201-zephyrkin.png,sprites/previews/af-201-zephyrkin-preview.png,creature:common,planned
aetherfall:202,202,Galemonk,,flying,creature,2,BELLTOWER REACHES,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-202-galemonk-source.png,sprites/final/af-202-galemonk.png,sprites/previews/af-202-galemonk-preview.png,creature:evolved,planned
aetherfall:203,203,Windabbot,,flying,creature,2,BELLTOWER REACHES,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-203-windabbot-source.png,sprites/final/af-203-windabbot.png,sprites/previews/af-203-windabbot-preview.png,creature:elite,planned
aetherfall:204,204,Fistling,,fighting,creature,2,BELLTOWER REACHES,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-204-fistling-source.png,sprites/final/af-204-fistling.png,sprites/previews/af-204-fistling-preview.png,creature:common,planned
aetherfall:205,205,Ironpalm,,fighting,creature,2,BELLTOWER REACHES,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-205-ironpalm-source.png,sprites/final/af-205-ironpalm.png,sprites/previews/af-205-ironpalm-preview.png,creature:evolved,planned
aetherfall:206,206,Skyfist Sage,,fighting,creature,2,BELLTOWER REACHES,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-206-skyfist-sage-source.png,sprites/final/af-206-skyfist-sage.png,sprites/previews/af-206-skyfist-sage-preview.png,creature:elite,planned
aetherfall:207,207,Chimeling,,psychic,creature,2,BELLTOWER REACHES,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-207-chimeling-source.png,sprites/final/af-207-chimeling.png,sprites/previews/af-207-chimeling-preview.png,creature:common,planned
aetherfall:208,208,Bellsage,,psychic,creature,2,BELLTOWER REACHES,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-208-bellsage-source.png,sprites/final/af-208-bellsage.png,sprites/previews/af-208-bellsage-preview.png,creature:evolved,planned
aetherfall:209,209,Resonarch,,psychic,creature,2,BELLTOWER REACHES,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-209-resonarch-source.png,sprites/final/af-209-resonarch.png,sprites/previews/af-209-resonarch-preview.png,creature:elite,planned
aetherfall:210,210,Vesperling,,ghost,creature,2,BELLTOWER REACHES,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-210-vesperling-source.png,sprites/final/af-210-vesperling.png,sprites/previews/af-210-vesperling-preview.png,creature:common,planned
aetherfall:211,211,Tollgeist,,ghost,creature,2,BELLTOWER REACHES,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-211-tollgeist-source.png,sprites/final/af-211-tollgeist.png,sprites/previews/af-211-tollgeist-preview.png,creature:evolved,planned
aetherfall:212,212,Knellwraith,,ghost,creature,2,BELLTOWER REACHES,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-212-knellwraith-source.png,sprites/final/af-212-knellwraith.png,sprites/previews/af-212-knellwraith-preview.png,creature:elite,planned
aetherfall:213,213,Sprigling,,grass,creature,2,BELLTOWER REACHES,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-213-sprigling-source.png,sprites/final/af-213-sprigling.png,sprites/previews/af-213-sprigling-preview.png,creature:common,planned
aetherfall:214,214,Teawarden,,grass,creature,2,BELLTOWER REACHES,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-214-teawarden-source.png,sprites/final/af-214-teawarden.png,sprites/previews/af-214-teawarden-preview.png,creature:evolved,planned
aetherfall:215,215,Groveabbot,,grass,creature,2,BELLTOWER REACHES,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-215-groveabbot-source.png,sprites/final/af-215-groveabbot.png,sprites/previews/af-215-groveabbot-preview.png,creature:elite,planned
aetherfall:216,216,Bellkit,,normal,creature,2,BELLTOWER REACHES,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-216-bellkit-source.png,sprites/final/af-216-bellkit.png,sprites/previews/af-216-bellkit-preview.png,creature:common,planned
aetherfall:217,217,Chantling,,normal,creature,2,BELLTOWER REACHES,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-217-chantling-source.png,sprites/final/af-217-chantling.png,sprites/previews/af-217-chantling-preview.png,creature:evolved,planned
aetherfall:218,218,Hymnkeeper,,normal,creature,2,BELLTOWER REACHES,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-218-hymnkeeper-source.png,sprites/final/af-218-hymnkeeper.png,sprites/previews/af-218-hymnkeeper-preview.png,creature:elite,planned
aetherfall:290,290,The Storm Vow,,electric,sentinel,2,BELLTOWER REACHES,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-290-the-storm-vow-source.png,sprites/final/af-290-the-storm-vow.png,sprites/previews/af-290-the-storm-vow-preview.png,sentinel:sentinel,planned
aetherfall:291,291,The Ember Vow,,fire,sentinel,2,BELLTOWER REACHES,,2,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-291-the-ember-vow-source.png,sprites/final/af-291-the-ember-vow.png,sprites/previews/af-291-the-ember-vow-preview.png,sentinel:sentinel,planned
aetherfall:292,292,The Tide Vow,,water,sentinel,2,BELLTOWER REACHES,,3,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-292-the-tide-vow-source.png,sprites/final/af-292-the-tide-vow.png,sprites/previews/af-292-the-tide-vow-preview.png,sentinel:sentinel,planned
aetherfall:280,280,"Zephyrion, Warden of Gales",,psychic,legendary,2,BELLTOWER REACHES,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-280-zephyrion-warden-of-gales-source.png,sprites/final/af-280-zephyrion-warden-of-gales.png,sprites/previews/af-280-zephyrion-warden-of-gales-preview.png,legendary:legendary,planned
aetherfall:281,281,"Verdandi, the Hourseed",,grass,mythic,2,BELLTOWER REACHES,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-281-verdandi-the-hourseed-source.png,sprites/final/af-281-verdandi-the-hourseed.png,sprites/previews/af-281-verdandi-the-hourseed-preview.png,mythic:mythic,planned
aetherfall:301,301,Saltling,,water,creature,3,DROWNED EXPANSE,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-301-saltling-source.png,sprites/final/af-301-saltling.png,sprites/previews/af-301-saltling-preview.png,creature:common,planned
aetherfall:302,302,Brinekin,,water,creature,3,DROWNED EXPANSE,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-302-brinekin-source.png,sprites/final/af-302-brinekin.png,sprites/previews/af-302-brinekin-preview.png,creature:evolved,planned
aetherfall:303,303,Tidemarshal,,water,creature,3,DROWNED EXPANSE,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-303-tidemarshal-source.png,sprites/final/af-303-tidemarshal.png,sprites/previews/af-303-tidemarshal-preview.png,creature:elite,planned
aetherfall:304,304,Floeling,,ice,creature,3,DROWNED EXPANSE,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-304-floeling-source.png,sprites/final/af-304-floeling.png,sprites/previews/af-304-floeling-preview.png,creature:common,planned
aetherfall:305,305,Glacikin,,ice,creature,3,DROWNED EXPANSE,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-305-glacikin-source.png,sprites/final/af-305-glacikin.png,sprites/previews/af-305-glacikin-preview.png,creature:evolved,planned
